level;character;pinyin
hsk7-9;赐;cì
hsk7-9;赐教;cìjiào
hsk7-9;匆匆;cōngcōng
hsk7-9;匆忙;cōngmáng
hsk7-9;葱;cōng
hsk7-9;从今以后;cóng jīn yǐhòu
hsk7-9;从来不;cónglái bù
hsk7-9;从容;cóngróng
hsk7-9;从容不迫;cóngróng‐búpò
hsk7-9;从头;cóngtóu
hsk7-9;从未;cóngwèi
hsk7-9;从早到晚;cóngzǎo‐dàowǎn
hsk7-9;丛林;cónglín
hsk7-9;凑合;còuhe
hsk7-9;凑巧;còuqiǎo
hsk7-9;粗暴;cūbào
hsk7-9;粗糙;cūcāo
hsk7-9;粗鲁;cū∙lǔ
hsk7-9;粗略;cūlüè
hsk7-9;粗心大意;cūxīn‐dàyì
hsk7-9;促成;cùchéng
hsk7-9;簇拥;cùyōng
hsk7-9;窜;cuàn
hsk7-9;催;cuī
hsk7-9;催促;cuīcù
hsk7-9;催眠;cuīmián
hsk7-9;摧毁;cuīhuǐ
hsk7-9;脆弱;cuìruò
hsk7-9;翠绿;cuìlǜ
hsk7-9;存放;cúnfàng
hsk7-9;存心;"cúnxīnv. to do something deliberately; adv. on purposev"
hsk7-9;存折;cúnzhé
hsk7-9;搓;cuō
hsk7-9;磋商;cuōshāng
hsk7-9;挫折;cuòzhé
hsk7-9;措手不及;cuòshǒu‐bùjí
hsk7-9;错觉;cuòjué
hsk7-9;错位;cuò//wèi
hsk7-9;错综复杂;cuòzōng‐fùzá
hsk7-9;搭乘;dāchéng
hsk7-9;搭建;dājiàn
hsk7-9;达标;dábiāo
hsk7-9;答辩;dábiàn
hsk7-9;打岔;dǎ//chà
hsk7-9;打倒;dǎ//dǎo
hsk7-9;打盹儿;dǎ//dǔnr
hsk7-9;打交道;dǎ jiāodao
hsk7-9;打搅;dǎjiǎo
hsk7-9;打捞;dǎlāo
hsk7-9;打MW;dǎliang
hsk7-9;打猎;dǎ//liè
hsk7-9;打磨;dǎmó
hsk7-9;打通;dǎ//tōng
hsk7-9;打仗;dǎ//zhàng
hsk7-9;打招呼;dǎ zhāohu
hsk7-9;大包大揽;dàbāo‐dàlǎn
hsk7-9;大臣;dàchén
hsk7-9;大吃一惊;dàchī‐yìjīng
hsk7-9;大大咧咧;dàdaliēliē
hsk7-9;大地;dàdì
hsk7-9;大队;dàduì
hsk7-9;大幅度;dà fúdù
hsk7-9;大公无私;dàgōng‐wúsī
hsk7-9;大家庭;dàjiātíng
hsk7-9;大街小巷;dàjiē‐xiǎoxiàng
hsk7-9;大惊小怪;dàjīng‐xiǎoguài
hsk7-9;大局;dàjú
hsk7-9;大款;dàkuǎn
hsk7-9;大n鼎鼎;dàmíng‐dǐngdǐng
hsk7-9;大模大样;dàmú‐dàyàng
hsk7-9;大棚;dàpéng
hsk7-9;大片;dàpiàn
hsk7-9;大气;dàqì
hsk7-9;大厦;dàshà
hsk7-9;大num据dàshùjù;Big Data
hsk7-9;大肆;dàsì
hsk7-9;大体;dàtǐ
hsk7-9;大体上;dàtǐ shang
hsk7-9;大同小异;dàtóng‐xiǎoyì
hsk7-9;大腕儿;dàwànr
hsk7-9;大选;dàxuǎn
hsk7-9;大雁;dàyàn
hsk7-9;大意;dàyì
hsk7-9;大意;dàyi
hsk7-9;大有可为;dàyǒu‐kěwéi
hsk7-9;大宗;dàzōng
hsk7-9;歹徒;dǎitú
hsk7-9;逮;dǎi
hsk7-9;pron号dàihào;code
hsk7-9;pron理人dàilǐrén;agent
hsk7-9;pron言人dàiyánrén;spokesperson
hsk7-9;带队;dàiduì
hsk7-9;带路;dài//lù
hsk7-9;带头;dài//tóu
hsk7-9;带头人;dàitóurén
hsk7-9;待;dài
hsk7-9;怠工;dài//gōng
hsk7-9;逮捕;dàibǔ
hsk7-9;担;dān
hsk7-9;担当;dāndāng
hsk7-9;担负;dānfù
hsk7-9;单边;dānbiān
hsk7-9;单薄;dānbó
hsk7-9;单方面;dānfāngmiàn
hsk7-9;单身;dānshēn
hsk7-9;耽搁;dānge
hsk7-9;耽误;dānwu
hsk7-9;胆怯;dǎnqiè
hsk7-9;胆子;dǎnzi
hsk7-9;担子;dànzi
hsk7-9;诞辰;dànchén
hsk7-9;淡化;dànhuà
hsk7-9;淡季;dànjì
hsk7-9;蛋白质;dànbáizhì
hsk7-9;当即;dāngjí
hsk7-9;当今;dāngjīn
hsk7-9;当面;dāng//miàn
hsk7-9;当日;dāngrì
hsk7-9;当事人;dāngshìrén
hsk7-9;当务之急;dāngwùzhījí
hsk7-9;当下;dāngxià
hsk7-9;当心;dāngxīn
hsk7-9;当着;dāngzhe
hsk7-9;当之无愧;dāngzhīwúkuì
hsk7-9;当众;dāngzhòng
hsk7-9;当晚;dàngwǎn
hsk7-9;当真;dàngzhēn
hsk7-9;荡漾;dàngyàng
hsk7-9;档次;dàngcì
hsk7-9;导弹;dǎodàn
hsk7-9;导航;dǎoháng
hsk7-9;导火索;dǎohuǒsuǒ
hsk7-9;导师;dǎoshī
hsk7-9;导向;dǎoxiàng
hsk7-9;岛屿;dǎoyǔ
hsk7-9;捣乱;dǎo//luàn
hsk7-9;倒卖;dǎomài
hsk7-9;倒霉;dǎo//méi
hsk7-9;倒塌;dǎotā
hsk7-9;倒下;dǎoxia
hsk7-9;到头来;dàotóulái
hsk7-9;到位;dào//wèi
hsk7-9;倒计时;dàojìshí
hsk7-9;倒num;dàoshǔ
hsk7-9;盗;dào
hsk7-9;盗窃;dàoqiè
hsk7-9;悼念;dàoniàn
hsk7-9;道具;dàojù
hsk7-9;稻草;dàocǎo
hsk7-9;得不偿失;débùchángshī
hsk7-9;得当;dédàng
hsk7-9;得力;délì
hsk7-9;得失;déshī
hsk7-9;得手;déshǒu
hsk7-9;得体;détǐ
hsk7-9;得益于;déyì yú
hsk7-9;得意扬扬;déyì‐yángyáng
hsk7-9;得知;dézhī
hsk7-9;得罪;dézuì
hsk7-9;德;dé
hsk7-9;灯笼;dēnglong
hsk7-9;灯泡;dēngpào
hsk7-9;登机;dēngjī
hsk7-9;登陆;dēng//lù
hsk7-9;蹬;dēng
hsk7-9;凳子;dèngzi
hsk7-9;瞪;dèng
hsk7-9;低调;dīdiào
hsk7-9;低估;dīgū
hsk7-9;低谷;dīgǔ
hsk7-9;低价;dījià
hsk7-9;低碳;dītàn
hsk7-9;低下;dīxià
hsk7-9;堤;dī
hsk7-9;堤坝;dībà
hsk7-9;提防;dīfang
hsk7-9;笛子;dízi
hsk7-9;抵触;dǐchù
hsk7-9;抵挡;dǐdǎng
hsk7-9;抵消;dǐxiāo
hsk7-9;抵押;dǐyā
hsk7-9;抵御;dǐyù
hsk7-9;抵制;dǐzhì
hsk7-9;底层;dǐcéng
hsk7-9;底线;dǐxiàn
hsk7-9;底蕴;dǐyùn
hsk7-9;底子;dǐzi
hsk7-9;地步;dìbù
hsk7-9;地道;dìdào
hsk7-9;地道;dìdao
hsk7-9;地段;dìduàn
hsk7-9;地理;dìlǐ
hsk7-9;地毯;dìtǎn
hsk7-9;地下水;dìxiàshuǐ
hsk7-9;地狱;dìyù
hsk7-9;地域;dìyù
hsk7-9;地质;dìzhì
hsk7-9;弟子;dìzǐ
hsk7-9;帝国;dìguó
hsk7-9;帝国主义;dìguó zhǔyì
hsk7-9;递交;dìjiāo
hsk7-9;第一手;dìyīshǒu
hsk7-9;第一线;dìyīxiàn
hsk7-9;颠倒;diāndǎo
hsk7-9;颠覆;diānfù
hsk7-9;巅峰;diānfēng
hsk7-9;典范;diǎnfàn
hsk7-9;点火;diǎn//huǒ
hsk7-9;点击率;diǎnjīlǜ
hsk7-9;点评;diǎnpíng
hsk7-9;点心;diǎnxin
hsk7-9;点缀;diǎnzhuì
hsk7-9;点子;diǎnzi
hsk7-9;电报;diànbào
hsk7-9;电铃;diànlíng
hsk7-9;电网;diànwǎng
hsk7-9;电线;diānxiàn
hsk7-9;电信;diànxìn
hsk7-9;电讯;diànxùn
hsk7-9;垫;diàn
hsk7-9;垫底;diàn//dǐ
hsk7-9;垫子;diànzi
hsk7-9;淀粉;diànfěn
hsk7-9;惦记;diàn∙jì
hsk7-9;殿堂;diàntáng
hsk7-9;刁难;diāonàn
hsk7-9;叼;diāo
hsk7-9;雕;diāo
hsk7-9;雕刻;diāokè
hsk7-9;雕塑;diāosù
hsk7-9;吊销;diàoxiāo
hsk7-9;钓鱼;diàoyú
hsk7-9;调度;diàodù
hsk7-9;掉队;diào//duì
hsk7-9;掉头;diào//tóu
hsk7-9;爹;diē
hsk7-9;叠;dié
hsk7-9;丁;dīng
hsk7-9;叮嘱;dīngzhǔ
hsk7-9;盯;dīng
hsk7-9;钉子;dīngzi
hsk7-9;顶多;dǐngduō
hsk7-9;顶级;dǐngjí
hsk7-9;顶尖;dǐngjiān
hsk7-9;订单;dìngdān
hsk7-9;订购;dìnggòu
hsk7-9;订婚;dìng//hūn
hsk7-9;订立;dìnglì
hsk7-9;钉;dìng
hsk7-9;定金;dìngjīn
hsk7-9;定居;dìng//jū
hsk7-9;定论;dìnglùn
hsk7-9;定为;dìngwéi
hsk7-9;定向;dìngxiàng
hsk7-9;定义;dìngyì
hsk7-9;定做;dìngzuò
hsk7-9;丢掉;diūdiào
hsk7-9;丢脸;diū//liǎn
hsk7-9;丢弃;diūqì
hsk7-9;丢人;diū//rén
hsk7-9;丢失;diūshī
hsk7-9;东奔西走;dōngbēn‐xīzǒu
hsk7-9;东道主;dōngdàozhǔ
hsk7-9;董事;dǒngshì
hsk7-9;董事会;dǒngshìhuì
hsk7-9;董事长;dǒngshìzhǎng
hsk7-9;懂事;dǒng//shì
hsk7-9;v不v;dòngbudòng
hsk7-9;v荡;dòngdàng
hsk7-9;v感;dònggǎn
hsk7-9;v工;dòng//gōng
hsk7-9;v静;dòngjing
hsk7-9;v脉;dòngmài
hsk7-9;v身;dòng//shēn
hsk7-9;v弹;dòngtan
hsk7-9;v听;dòngtīng
hsk7-9;v向;dòngxiàng
hsk7-9;v用;dòngyòng
hsk7-9;冻结;dòngjié
hsk7-9;栋;dòng
hsk7-9;栋梁;dòngliáng
hsk7-9;兜;dōu
hsk7-9;兜儿;dōur
hsk7-9;兜售;dōushòu
hsk7-9;抖;dǒu
hsk7-9;陡;dǒu
hsk7-9;斗;dòu
hsk7-9;斗志;dòuzhì
hsk7-9;豆浆;dòujiāng
hsk7-9;豆子;dòuzi
hsk7-9;逗;dòu
hsk7-9;都会;dūhuì
hsk7-9;督促;dūcù
hsk7-9;独;dú
hsk7-9;独唱;dúchàng
hsk7-9;独家;dújiā
hsk7-9;独一无二;dúyī‐wú'èr
hsk7-9;堵塞;dǔsè
hsk7-9;杜绝;dùjué
hsk7-9;妒忌;dùjì
hsk7-9;度(知n度）;dù(zhīmíngdù)
hsk7-9;度假;dùjià
hsk7-9;渡过;dùguò
hsk7-9;端正;duānzhèng
hsk7-9;短缺;duǎnquē
hsk7-9;短暂;duǎnzàn
hsk7-9;段落;duànluò
hsk7-9;断定;duàndìng
hsk7-9;断断续续;duànduànxùxù
hsk7-9;断裂;duànliè
hsk7-9;堆砌;duīqì
hsk7-9;队adj;duìxíng
hsk7-9;对白;duìbái
hsk7-9;对策;duìcè
hsk7-9;对称;duìchèn
hsk7-9;对得起;duìdeqǐ
hsk7-9;对联;duìlián
hsk7-9;对弈;duìyì
hsk7-9;对照;duìzhào
hsk7-9;对峙;duìzhì
hsk7-9;兑换;duìhuàn
hsk7-9;兑现;duìxiàn
hsk7-9;敦促;dūncù
hsk7-9;敦厚;dūnhòu
hsk7-9;炖;dùn
hsk7-9;顿时;dūnshí
hsk7-9;多边;duōbiān
hsk7-9;多功能;duōgōngnéng
hsk7-9;多亏;duōkuī
hsk7-9;多劳多得;duōláo‐duōdé
hsk7-9;多年来;duō nián lái
hsk7-9;多心;duō//xīn
hsk7-9;多余;duōyú
hsk7-9;多元;duōyuán
hsk7-9;哆嗦;duōsuo
hsk7-9;夺冠;duó//guàn
hsk7-9;夺魁;duó//kuí
hsk7-9;躲避;duǒbì
hsk7-9;躲藏;duǒcáng
hsk7-9;舵手;duòshǒu
hsk7-9;堕落;duòluò
hsk7-9;讹诈;ézhà
hsk7-9;俄语;éyǔ
hsk7-9;鹅;é
hsk7-9;额外;éwài
hsk7-9;厄运;èyùn
hsk7-9;恶;è
hsk7-9;恶化;èhuà
hsk7-9;恶劣;èliè
hsk7-9;恶性;èxìng
hsk7-9;恶意;èyì
hsk7-9;遏制;èzhì
hsk7-9;鳄鱼;èyú
hsk7-9;恩赐;ēncì
hsk7-9;恩惠;ēnhuì
hsk7-9;恩情;ēnqíng
hsk7-9;恩怨;ēnyuàn
hsk7-9;而已;éryǐ
hsk7-9;耳光;ěrguāng
hsk7-9;耳目一新;ěrmù‐yìxīn
hsk7-9;耳闻目睹;ěrwén‐mùdǔ
hsk7-9;二手车;èrshǒuchē
hsk7-9;二氧化碳;èryǎnghuàtàn
hsk7-9;发布会;fābùhuì
hsk7-9;发财;fā//cái
hsk7-9;发愁;fā/chóu
hsk7-9;发电机;fādiànjī
hsk7-9;发抖;fādǒu
hsk7-9;发愤图强;fāfèn‐túqiáng
hsk7-9;发光;fā//guāng
hsk7-9;发火;fā/huǒ
hsk7-9;发酵;fā//jiào
hsk7-9;发掘;fājué
hsk7-9;发愣;fā//lèng
hsk7-9;发脾气;fā píqi
hsk7-9;发起人;fāqǐrén
hsk7-9;发热;fā//rè
hsk7-9;发誓;fā//shì
hsk7-9;发泄;fāxiè
hsk7-9;发扬;fāyáng
hsk7-9;发扬光大;fāyáng‐guāngdà
hsk7-9;发育;fāyù
hsk7-9;发源地;fāyuándì
hsk7-9;发作;fāzuò
hsk7-9;阀门;fámén
hsk7-9;发型;fàxíng
hsk7-9;帆;fān
hsk7-9;帆船;fānchuán
hsk7-9;翻番;fān//fān
hsk7-9;翻来覆去;fānlái‐fùqù
hsk7-9;翻天覆地;fāntiān‐fùdì
hsk7-9;凡;fán
hsk7-9;烦闷;fánmèn
hsk7-9;烦恼;fánnǎo
hsk7-9;烦躁;fánzào
hsk7-9;繁华;fánhuá
hsk7-9;繁忙;fánmáng
hsk7-9;繁体字;fántǐzì
hsk7-9;繁重;fánzhòng
hsk7-9;反驳;fǎnbó
hsk7-9;反差;fǎnchā
hsk7-9;反常;fǎncháng
hsk7-9;反倒;fǎndào
hsk7-9;反感;fǎngǎn
hsk7-9;反过来;fǎn∙guò∙lái
hsk7-9;反击;fǎnjī
hsk7-9;反馈;fǎnkuì
hsk7-9;反面;fǎnmiàn
hsk7-9;反思;fǎnsī
hsk7-9;反弹;fǎntán
hsk7-9;返还;fǎnhuán
hsk7-9;犯愁;fàn//chóu
hsk7-9;饭碗;fànwǎn
hsk7-9;泛滥;fànlàn
hsk7-9;范畴;fànchóu
hsk7-9;贩卖;fànmài
hsk7-9;方方面面;fāngfāngmiànmiàn
hsk7-9;方向盘;fāngxiàngpán
hsk7-9;方言;fāngyán
hsk7-9;防盗;fángdào
hsk7-9;防盗门;fángdàomén
hsk7-9;防护;fánghù
hsk7-9;防火墙;fánghuǒqiáng
hsk7-9;防卫;fángwèi
hsk7-9;防汛;fángxùn
hsk7-9;防疫;fángyì
hsk7-9;防御;fángyù
hsk7-9;妨碍;fáng'ài
hsk7-9;妨害;fánghài
hsk7-9;房地产;fángdìchǎn
hsk7-9;仿;fǎng
hsk7-9;仿制;fǎngzhì
hsk7-9;访谈;fǎngtán
hsk7-9;纺织;fǎngzhī
hsk7-9;放肆;fàngsì
hsk7-9;放映;fàngyìng
hsk7-9;放置;fàngzhì
hsk7-9;放纵;fàngzòng
hsk7-9;飞速;fēisù
hsk7-9;飞往;fēiwǎng
hsk7-9;飞翔;fēixiáng
hsk7-9;飞跃;fēiyuè
hsk7-9;非(非金属);fēi(fēijīnshǔ)
hsk7-9;非得;fēiděi
hsk7-9;非法;fēifǎ
hsk7-9;非凡;fēifán
hsk7-9;绯闻;fēiwén
hsk7-9;肥料;féiliào
hsk7-9;肥胖;féipàng
hsk7-9;肥沃;féiwò
hsk7-9;肥皂;féizào
hsk7-9;诽谤;fěibàng
hsk7-9;废;fèi
hsk7-9;废除;fèichú
hsk7-9;废话;fèihuà
hsk7-9;废品;fèipǐn
hsk7-9;废物;fèiwù
hsk7-9;废墟;fèixū
hsk7-9;沸沸扬扬;fèifèiyángyáng
hsk7-9;沸腾;fèiténg
hsk7-9;费劲;fèi//jìn
hsk7-9;分辨;fēnbiàn
hsk7-9;分寸;fēncun
hsk7-9;分担;fēndān
hsk7-9;分割;fēngē
hsk7-9;分红;fēn//hóng
hsk7-9;分化;fēnhuà
hsk7-9;分泌;fēnmì
hsk7-9;分明;fēnmíng
hsk7-9;分歧;"fēnqín. disagreement; adj. disagreeing; divergingn"
hsk7-9;分支;fēnzhī
hsk7-9;芬芳;fēnfāng
hsk7-9;吩咐;fēn∙fù
hsk7-9;氛围;fēnwéi
hsk7-9;坟;fén
hsk7-9;坟墓;fénmù
hsk7-9;焚烧;fénshāo
hsk7-9;粉;fěn
hsk7-9;粉丝;fěnsī
hsk7-9;粉碎;fěnsuì
hsk7-9;分MW;fèn∙liàng
hsk7-9;分外;fènwài
hsk7-9;份额;fèn'é
hsk7-9;奋力;fènlì
hsk7-9;奋勇;fènyǒng
hsk7-9;粪;fèn
hsk7-9;粪便;fènbiàn
hsk7-9;丰富多彩;fēngfù‐duōcǎi
hsk7-9;丰厚;fēnghòu
hsk7-9;丰满;fēngmǎn
hsk7-9;丰盛;fēngshèng
hsk7-9;丰硕;fēngshuò
hsk7-9;风波;fēngbō
hsk7-9;风采;fēngcǎi
hsk7-9;风范;fēngfàn
hsk7-9;风和日丽;fēnghé‐rìlì
hsk7-9;风浪;fēnglàng
hsk7-9;风力;fēnglì
hsk7-9;风流;fēngliú
hsk7-9;风貌;fēngmào
hsk7-9;风气;fēngqì
hsk7-9;风情;fēngqíng
hsk7-9;风趣;fēngqù
hsk7-9;风沙;fēngshā
hsk7-9;风尚;fēngshàng
hsk7-9;风水;fēng∙shuǐ
hsk7-9;风味;fēngwèi
hsk7-9;风雨;fēngyǔ
hsk7-9;风云;fēngyún
hsk7-9;风筝;fēngzheng
hsk7-9;封顶;fēngdǐng
hsk7-9;封建;fēngjiàn
hsk7-9;封面;fēngmiàn
hsk7-9;封锁;fēngsuǒ
hsk7-9;疯子;fēngzi
hsk7-9;峰回路转;fēnghuí‐lùzhuǎn
hsk7-9;蜂蜜;fēngmì
hsk7-9;逢;féng
hsk7-9;缝;féng
hsk7-9;缝合;fénghé
hsk7-9;讽刺;fěngcì
hsk7-9;凤凰;fènghuáng
hsk7-9;缝;fèng
hsk7-9;否决;fǒujué
hsk7-9;孵化;fūhuà
hsk7-9;扶持;fúchí
hsk7-9;服饰;fúshì
hsk7-9;服务器;fúwùqì
hsk7-9;服用;fúyòng
hsk7-9;俘获;fúhuò
hsk7-9;俘虏;fúlǔ
hsk7-9;浮力;fúlì
hsk7-9;浮现;fúxiàn
hsk7-9;浮躁;fúzào
hsk7-9;辐射;fúshè
hsk7-9;福气;fúqi
hsk7-9;抚摸;fǔmō
hsk7-9;抚恤;fǔxù
hsk7-9;抚养;fǔyǎng
hsk7-9;抚养费;fǔyǎngfèi
hsk7-9;斧子;fǔzi
hsk7-9;俯首;fǔshǒu
hsk7-9;辅导;fǔdǎo
hsk7-9;腐败;fǔbài
hsk7-9;腐化;fǔhuà
hsk7-9;腐烂;fǔlàn
hsk7-9;腐蚀;fǔshí
hsk7-9;腐朽;fǔxiǔ
hsk7-9;付费;fùfèi
hsk7-9;付款;fùkuǎn
hsk7-9;负面;fùmiàn
hsk7-9;负有;fùyǒu
hsk7-9;附;fù
hsk7-9;附带;fùdài
hsk7-9;附加;fùjiā
hsk7-9;附属;fùshǔ
hsk7-9;赴;fù
hsk7-9;复查;fùchá
hsk7-9;复发;fùfā
hsk7-9;复合;fùhé
hsk7-9;复活;fùhuó
hsk7-9;复兴;fùxīng
hsk7-9;复原;fù//yuán
hsk7-9;adv作用;fùzuòyòng
hsk7-9;赋予;fùyǔ
hsk7-9;富含;fùhán
hsk7-9;富豪;fùháo
hsk7-9;富强;fùqiáng
hsk7-9;富翁;fùwēng
hsk7-9;富裕;fùyù
hsk7-9;富足;fùzú
hsk7-9;腹部;fùbù
hsk7-9;腹泻;fùxiè
hsk7-9;覆盖;fùgài
hsk7-9;该;gāi
hsk7-9;改版;gǎi//bǎn
hsk7-9;改编;gǎibiān
hsk7-9;改v;gǎidòng
hsk7-9;改革开放;gǎigé kāifàng
hsk7-9;改良;gǎiliáng
hsk7-9;改n;gǎimíng
hsk7-9;改日;gǎirì
hsk7-9;改为;gǎiwéi
hsk7-9;钙;gài
hsk7-9;盖子;gàizi
hsk7-9;概况;gàikuàng
hsk7-9;概率;gàilǜ
hsk7-9;概论;gàilùn
hsk7-9;干戈;gāngē
hsk7-9;干旱;gānhàn
hsk7-9;干燥;gānzào
hsk7-9;甘心;gānxīn
hsk7-9;肝脏;gānzàng
hsk7-9;尴尬;gāngà
hsk7-9;赶赴;gǎnfù
hsk7-9;赶往;gǎnwǎng
hsk7-9;敢情;gǎnqing
hsk7-9;感(责任感）gǎn(zérèngǎn);sense (sense of responsibility)
hsk7-9;感触;gǎnchù
hsk7-9;感恩;gǎn//ēn
hsk7-9;感激;gǎnjī
hsk7-9;感慨;gǎnkǎi
hsk7-9;感染;gǎnrǎn
hsk7-9;感染力;gǎnrǎnlì
hsk7-9;感interjecti;ogǎntàn
hsk7-9;感性;gǎnxìng
hsk7-9;干部;gànbù
hsk7-9;干事;gànshi
hsk7-9;刚毅;gāngyì
hsk7-9;纲领;gānglǐng
hsk7-9;纲要;gāngyào
hsk7-9;钢;gāng
hsk7-9;缸;gāng
hsk7-9;港;gǎng
hsk7-9;杠铃;gànglíng
hsk7-9;高昂;"gāo'ángv. to hold high (one's head, etc.); adj. highv"
hsk7-9;高傲;gāo'ào
hsk7-9;高超;gāochāo
hsk7-9;高低;gāodī
hsk7-9;高调;gāodiào
hsk7-9;高额;gāo'é
hsk7-9;高尔夫球;gāo'ěrfūqiú
hsk7-9;高峰期;gāofēngqī
hsk7-9;高贵;gāoguì
hsk7-9;高空;gāokōng
hsk7-9;高龄;gāolíng
hsk7-9;高明;gāomíng
hsk7-9;高山;gāoshān
hsk7-9;高效;gāoxiào
hsk7-9;高新技术;gāoxīn‐jìshù
hsk7-9;高血压;gāoxuèyā
hsk7-9;高压;gāoyā
hsk7-9;高雅;gāoyǎ
hsk7-9;搞鬼;gǎo//guǐ
hsk7-9;搞笑;gǎoxiào
hsk7-9;告;gào
hsk7-9;告辞;gàocí
hsk7-9;告诫;gàojiè
hsk7-9;告示;gàoshi
hsk7-9;告知;gàozhī
hsk7-9;告状;gào//zhuàng
hsk7-9;戈壁;gēbì
hsk7-9;胳膊;gēbo
hsk7-9;鸽子;gēzi
hsk7-9;搁;gē
hsk7-9;搁浅;gē//qiǎn
hsk7-9;搁置;gēzhì
hsk7-9;割;gē
hsk7-9;歌剧;gējù
hsk7-9;歌颂;gēsòng
hsk7-9;歌舞;gēwǔ
hsk7-9;歌咏;gēyǒng
hsk7-9;革命;gémìng
hsk7-9;格;gé
hsk7-9;格格不入;gégé‐búrù
hsk7-9;格局;géjú
hsk7-9;格式;géshi
hsk7-9;隔阂;géhé
hsk7-9;隔离;gélí
hsk7-9;个案;gè'àn
hsk7-9;个头儿;gètóur
hsk7-9;各式各样;gèshì‐gèyàng
hsk7-9;根基;gēnjī
hsk7-9;根深蒂固;gēnshēn‐dìgù
hsk7-9;根源;gēnyuán
hsk7-9;根治;gēnzhì
hsk7-9;跟不上;gēn bu shàng
hsk7-9;跟上;gēnshang
hsk7-9;跟踪;gēnzōng
hsk7-9;更改;gēnggǎi
hsk7-9;更衣室;gēngyīshì
hsk7-9;耕地;gēngdì
hsk7-9;耿直;gěngzhí
hsk7-9;工地;gōngdì
hsk7-9;工会;gōnghuì
hsk7-9;工科;gōngkē
hsk7-9;工商界;gōngshāngjiè
hsk7-9;工序;gōngxù
hsk7-9;工整;gōngzhěng
hsk7-9;工作MW;gōngzuòliàng
hsk7-9;弓;gōng
hsk7-9;公安局;gōng'ānjú
hsk7-9;公车;gōngchē
hsk7-9;公道;gōngdao
hsk7-9;公费;gōngfèi
hsk7-9;公共场所;gōnggòng chǎngsu
hsk7-9;公关;gōngguān
hsk7-9;公函;gōnghán
hsk7-9;公积金;gōngjījīn
hsk7-9;公开信;gōngkāixìn
hsk7-9;公款;gōngkuǎn
hsk7-9;公立;gōnglì
hsk7-9;公墓;gōngmù
hsk7-9;公仆;gōngpú
hsk7-9;公顷;gōngqǐng
hsk7-9;公然;gōngrán
hsk7-9;公示;gōngshì
hsk7-9;公事;gōngshì
hsk7-9;公务;gōngwù
hsk7-9;公益;gōngyì
hsk7-9;公益性;gōngyìxìng
hsk7-9;公用;gōngyòng
hsk7-9;公寓;gōngyù
hsk7-9;公约;gōngyuē
hsk7-9;公证;gōngzhèng
hsk7-9;公职;gōngzhí
hsk7-9;功;gōng
hsk7-9;功底;gōngdǐ
hsk7-9;功劳;gōngláo
hsk7-9;功力;gōnglì
hsk7-9;功率;gōnglǜ
hsk7-9;功效;gōngxiào
hsk7-9;攻;gōng
hsk7-9;攻读;gōngdú
hsk7-9;攻关;gōngguān
hsk7-9;供;gōng
hsk7-9;供不应求;gōngbúyìngqiú
hsk7-9;供暖;gōngnuǎn
hsk7-9;供求;gōngqiú
hsk7-9;宫殿;gōngdiàn
hsk7-9;宫廷;gōngtíng
hsk7-9;恭维;gōng∙wéi
hsk7-9;恭喜;gōngxǐ
hsk7-9;拱;gǒng
hsk7-9;共鸣;gòngmíng
hsk7-9;共识;gòngshí
hsk7-9;共同体;gòngtóngtǐ
hsk7-9;共性;gòngxìng
hsk7-9;供奉;gòngfèng
hsk7-9;勾;gōu
hsk7-9;勾画;gōuhuà
hsk7-9;勾结;gōujié
hsk7-9;钩;gōu
hsk7-9;钩子;gōuzi
hsk7-9;构思;gòusī
hsk7-9;购;gòu
hsk7-9;够呛;gòuqiàng
hsk7-9;估算;gūsuàn
hsk7-9;孤单;gūdān
hsk7-9;孤立;gūlì
hsk7-9;孤零零;gūlínglíng
hsk7-9;孤陋寡闻;gūlòu‐guǎwén
hsk7-9;辜负;gūfù
hsk7-9;古董;gǔdǒng
hsk7-9;古怪;gǔguài
hsk7-9;古迹;gǔjì
hsk7-9;古今中外;gǔjīn‐zhōngwài
hsk7-9;古朴;gǔpǔ
hsk7-9;古人;gǔrén
hsk7-9;股份;gǔfèn
hsk7-9;股民;gǔmín
hsk7-9;股市;gǔshì
hsk7-9;骨干;gǔgàn
hsk7-9;骨气;gǔqì
hsk7-9;骨折;gǔzhé
hsk7-9;鼓v;gǔdòng
hsk7-9;鼓舞;gǔwǔ
hsk7-9;固然;gùrán
hsk7-9;固执;gùzhi
hsk7-9;故;gù
hsk7-9;顾不得;gùbu∙dé
hsk7-9;顾不上;gùbushàng
hsk7-9;顾及;gùjí
hsk7-9;顾虑;gùlǜ
hsk7-9;顾全大局;gùquán‐dàjú
hsk7-9;雇;gù
hsk7-9;雇佣;gùyōng
hsk7-9;雇员;gùyuán
hsk7-9;雇主;gùzhǔ
hsk7-9;瓜分;guāfēn
hsk7-9;瓜子;guāzǐ
hsk7-9;刮风;guā fēng
hsk7-9;寡妇;guǎfu
hsk7-9;挂钩;guàgōu
hsk7-9;挂号;guà//hào
hsk7-9;挂念;guàniàn
hsk7-9;乖;guāi
hsk7-9;乖巧;guāiqiǎo
hsk7-9;拐杖;guǎizhàng
hsk7-9;怪不得;guàibude
hsk7-9;怪物;guàiwu
hsk7-9;怪异;guàiyì
hsk7-9;关掉;guāndiào
hsk7-9;关节;guānjié
hsk7-9;关税;guānshuì
